Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-08 00:00:00+07:00,4731.047700749225,4779.730137333175,4558.446334678861,4642.5341796875,123028000,0.0,0.0
2020-05-11 00:00:00+07:00,4642.5342543820825,4713.345072370751,4642.5342543820825,4686.791015625,40615500,0.0,0.0
2020-05-12 00:00:00+07:00,4726.622485632184,4726.622485632184,4452.2305435823755,4620.40625,118660000,0.0,0.0
2020-05-13 00:00:00+07:00,4567.297777030332,4576.149129311399,4500.912634922333,4523.041015625,94973000,0.0,0.0
2020-05-14 00:00:00+07:00,4487.63501274295,4523.040417182737,4341.5877194288305,4354.86474609375,131268000,0.0,0.0
2020-05-15 00:00:00+07:00,4354.865828271943,4421.250978093162,4142.433348844044,4235.37255859375,205790000,0.0,0.0
2020-05-18 00:00:00+07:00,4248.649167103882,4288.480253045481,4204.39240494655,4217.66943359375,139997500,0.0,0.0
2020-05-19 00:00:00+07:00,4284.053740150908,4390.269948584401,4142.43212890625,4142.43212890625,128504500,0.0,0.0
2020-05-20 00:00:00+07:00,4177.838347652151,4248.649167103882,4151.284290357752,4217.66943359375,119158000,0.0,0.0
2020-05-26 00:00:00+07:00,4226.520701356577,4425.676127074949,4226.520701356577,4399.1220703125,176076500,0.0,0.0
2020-05-27 00:00:00+07:00,4399.122453856684,4425.67651293429,4297.331894059195,4394.69677734375,151753500,0.0,0.0
2020-05-28 00:00:00+07:00,4425.676124291785,4708.919396246459,4425.676124291785,4686.791015625,229233000,0.0,0.0
2020-05-29 00:00:00+07:00,4686.791752280527,4686.791752280527,4593.8525390625,4593.8525390625,399414000,0.0,0.0
2020-06-02 00:00:00+07:00,4655.811665549207,4868.24413698111,4638.108959596549,4744.3251953125,181369500,0.0,0.0
2020-06-03 00:00:00+07:00,4788.5819704260375,5116.08203125,4779.730617430796,5116.08203125,279673500,0.0,0.0
2020-06-04 00:00:00+07:00,5116.081752954987,5301.960155744009,4956.757407707254,5124.93310546875,236158500,0.0,0.0
2020-06-05 00:00:00+07:00,5124.934194186681,5182.467997748362,4943.481429107533,5067.400390625,88157500,0.0,0.0
2020-06-08 00:00:00+07:00,5093.953243346134,5244.426232289459,5093.953243346134,5222.2978515625,173557500,0.0,0.0
2020-06-09 00:00:00+07:00,5257.703215843023,5306.385653026755,5129.358608722276,5138.2099609375,100110000,0.0,0.0
2020-06-10 00:00:00+07:00,5133.78369140625,5191.317474154768,4952.330991968615,5133.78369140625,115382500,0.0,0.0
2020-06-11 00:00:00+07:00,5089.52782859265,5142.635945064921,4961.183213784661,5027.568359375,85187500,0.0,0.0
2020-06-12 00:00:00+07:00,5027.567660108025,5027.567660108025,4850.540629822531,5018.71630859375,96044000,0.0,0.0
2020-06-15 00:00:00+07:00,5027.567990056818,5054.12204634233,4868.24365234375,4868.24365234375,100844500,0.0,0.0
2020-06-16 00:00:00+07:00,4939.055038452148,5129.35913043552,4939.055038452148,5098.37939453125,91518500,0.0,0.0
2020-06-17 00:00:00+07:00,5133.783957741478,5133.783957741478,5027.567737926137,5062.97314453125,79800000,0.0,0.0
2020-06-18 00:00:00+07:00,5062.973729856759,5080.676435205909,4943.48046875,4943.48046875,68032000,0.0,0.0
2020-06-19 00:00:00+07:00,4956.757777466368,5001.014543336603,4908.075335009109,4934.62939453125,110071000,0.0,0.0
2020-06-22 00:00:00+07:00,4952.331854093806,5009.8656468580775,4894.798061329535,4903.6494140625,51590500,0.0,0.0
2020-06-23 00:00:00+07:00,4930.202715782084,5009.864878155583,4885.945958907918,4974.45947265625,69954000,0.0,0.0
2020-06-24 00:00:00+07:00,5001.013853322195,5098.378724802805,4992.162501369413,5049.6962890625,57333000,0.0,0.0
2020-06-25 00:00:00+07:00,5045.272004639738,5085.10309941321,4992.163878275109,5067.400390625,51415000,0.0,0.0
2020-06-26 00:00:00+07:00,5062.973521230071,5098.378930469442,4992.162702751329,4996.58837890625,57467500,0.0,0.0
2020-06-29 00:00:00+07:00,4992.1628441629955,5040.845283246145,4943.480405079846,5023.142578125,48796500,0.0,0.0
2020-06-30 00:00:00+07:00,5045.269913644096,5080.675316546861,5009.86451074133,5040.84423828125,74474000,0.0,0.0
2020-07-01 00:00:00+07:00,5045.270179485453,5133.78369140625,5023.141801505253,5133.78369140625,63959000,0.0,0.0
2020-07-02 00:00:00+07:00,5111.656288263948,5195.744140625,5098.379258943782,5195.744140625,75585500,0.0,0.0
2020-07-03 00:00:00+07:00,5195.744140625,5226.723875705387,5169.190081984668,5195.744140625,52219000,0.0,0.0
2020-07-06 00:00:00+07:00,5186.892686723358,5253.27783203125,5178.041334015638,5253.27783203125,67800000,0.0,0.0
2020-07-07 00:00:00+07:00,5257.704168405676,5306.386614409433,5222.298753130217,5301.9609375,74168000,0.0,0.0
2020-07-08 00:00:00+07:00,5301.9599822013615,5545.372168362525,5293.108629977319,5487.83837890625,106444500,0.0,0.0
2020-07-09 00:00:00+07:00,5496.690075883709,5523.2441342213115,5337.365725858094,5399.3251953125,93543500,0.0,0.0
2020-07-10 00:00:00+07:00,5399.324856665827,5523.243787802419,5381.622152217742,5487.83837890625,67224000,0.0,0.0
2020-07-13 00:00:00+07:00,5514.392397836538,5523.243750000001,5434.730228365385,5465.7099609375,86006000,0.0,0.0
2020-07-14 00:00:00+07:00,5465.709998346145,5487.83837890625,5408.1762088898695,5487.83837890625,45616500,0.0,0.0
2020-07-15 00:00:00+07:00,5487.838795731707,5523.244207317073,5443.58203125,5443.58203125,61468000,0.0,0.0
2020-07-16 00:00:00+07:00,5443.5826570084955,5487.83942657767,5434.731303094661,5470.13671875,66520500,0.0,0.0
2020-07-17 00:00:00+07:00,5430.304861031326,5470.135948031557,5346.217010697508,5417.02783203125,73348000,0.0,0.0
2020-07-20 00:00:00+07:00,5417.027763640065,5452.433173859935,5363.9196483102605,5434.73046875,59794500,0.0,0.0
2020-07-21 00:00:00+07:00,5399.324856665827,5518.818111690399,5399.324856665827,5487.83837890625,84159500,0.0,0.0
2020-07-22 00:00:00+07:00,5496.690780491505,5532.096196146845,5425.879949180826,5470.13671875,44725500,0.0,0.0
2020-07-23 00:00:00+07:00,5470.135674458165,5501.115407242314,5434.730265561996,5487.83837890625,84026500,0.0,0.0
2020-07-24 00:00:00+07:00,5487.838723104508,5487.838723104508,5399.3251953125,5399.3251953125,58366500,0.0,0.0
2020-07-27 00:00:00+07:00,5399.3251953125,5434.730606429303,5310.811667520492,5399.3251953125,41972500,0.0,0.0
2020-07-28 00:00:00+07:00,5417.028215314268,5487.839041658246,5363.920095556286,5474.56201171875,65279000,0.0,0.0
2020-07-29 00:00:00+07:00,5474.561449419315,5474.561449419315,5399.324954156479,5430.3046875,50262500,0.0,0.0
2020-07-30 00:00:00+07:00,5430.303976205679,5523.2431640625,5359.493166410006,5523.2431640625,80533500,0.0,0.0
2020-08-03 00:00:00+07:00,5505.541571612459,5518.818601125994,5155.913127756041,5425.87939453125,137079000,0.0,0.0
2020-08-04 00:00:00+07:00,5448.008470225065,5505.542272103965,5425.880084887027,5496.69091796875,79357000,0.0,0.0
2020-08-05 00:00:00+07:00,5487.838483959508,5505.541188746475,5399.324960024678,5492.26416015625,49393000,0.0,0.0
2020-08-06 00:00:00+07:00,5501.115690286167,5571.92651172187,5474.561632247778,5540.94677734375,55258500,0.0,0.0
2020-08-07 00:00:00+07:00,5545.373227017597,5563.0759348452675,5452.43401092233,5470.13671875,43621000,0.0,0.0
2020-08-10 00:00:00+07:00,5470.135948031557,5487.838653364992,5403.750803031174,5417.02783203125,37774500,0.0,0.0
2020-08-11 00:00:00+07:00,5434.730228365385,5487.838341346154,5425.878876201923,5465.7099609375,38795500,0.0,0.0
2020-08-12 00:00:00+07:00,5465.710279568316,5540.94677734375,5452.433250549121,5540.94677734375,35612000,0.0,0.0
2020-08-13 00:00:00+07:00,5540.947126116072,5576.3525390625,5470.136300223214,5576.3525390625,48581000,0.0,0.0
2020-08-14 00:00:00+07:00,5576.35229892418,5669.29150390625,5523.24418179157,5669.29150390625,57316000,0.0,0.0
2020-08-18 00:00:00+07:00,5669.292029038915,5686.9947363895435,5576.352815448113,5629.4609375,81563500,0.0,0.0
2020-08-19 00:00:00+07:00,5629.460308056871,5673.717071484992,5585.203544628752,5602.90625,58793500,0.0,0.0
